"x","y"
0,0.0774038474230333
0.0505050505050505,0.0117785250919446
0.101010101010101,0.0792579350927904
0.151515151515152,0.0804661064716891
0.202020202020202,0.219734043719489
0.252525252525253,0.138366007204498
0.303030303030303,0.342835437309993
0.353535353535354,0.240210734188296
0.404040404040404,0.309378589095716
0.454545454545455,0.521214270701976
0.505050505050505,0.288029846291718
0.555555555555556,0.487132399092276
0.606060606060606,0.53329507791141
0.656565656565657,0.473626114796659
0.707070707070707,0.708340219258486
0.757575757575758,0.652095248034712
0.808080808080808,0.607168240432593
0.858585858585859,0.759440211457237
0.909090909090909,0.608830066319101
0.95959595959596,0.871529193152423
1.01010101010101,0.900991914919036
1.06060606060606,0.694900724146271
1.11111111111111,0.64510960862718
1.16161616161616,0.853948618291855
1.21212121212121,0.620062417171095
1.26262626262626,0.904060285813391
1.31313131313131,1.1410463189794
1.36363636363636,1.01426267385035
1.41414141414141,1.08538085138046
1.46464646464646,0.845235625474954
1.51515151515152,1.05453163878293
1.56565656565657,1.19163047074252
1.61616161616162,1.0248669610203
1.66666666666667,1.03674342525965
1.71717171717172,0.963058759602927
1.76767676767677,0.856938631827947
1.81818181818182,1.03497850265911
1.86868686868687,0.985132593779124
1.91919191919192,0.891709246706793
1.96969696969697,0.870417947818168
2.02020202020202,0.92027613274354
2.07070707070707,0.843824504929705
2.12121212121212,0.894920193301337
2.17171717171717,1.04511109718902
2.22222222222222,0.706299065685922
2.27272727272727,0.676238141356654
2.32323232323232,0.698028398216888
2.37373737373737,0.700097688119923
2.42424242424242,0.435527950243476
2.47474747474747,0.568188348471748
2.52525252525253,0.553215269693995
2.57575757575758,0.469481930545154
2.62626262626263,0.49601331438609
2.67676767676768,0.348630985114137
2.72727272727273,0.431835806546049
2.77777777777778,0.245689262478111
2.82828282828283,0.22955055243685
2.87878787878788,0.185183209183243
2.92929292929293,0.132470986165144
2.97979797979798,0.0809805704282663
3.03030303030303,0.0929005521247169
3.08080808080808,0.0011000223633795
3.13131313131313,0.0672886537216239
3.18181818181818,-0.049465434691481
3.23232323232323,-0.0616872263519284
3.28282828282828,-0.116652526172382
3.33333333333333,-0.326515563232005
3.38383838383838,-0.204801704863387
3.43434343434343,-0.406048320875096
3.48484848484848,-0.216174784021403
3.53535353535354,-0.587739971908081
3.58585858585859,-0.35734154618588
3.63636363636364,-0.506589892481919
3.68686868686869,-0.629419656284866
3.73737373737374,-0.597015799143179
3.78787878787879,-0.472103881928491
3.83838383838384,-0.708682945560108
3.88888888888889,-0.83141737364672
3.93939393939394,-0.853281407085585
3.98989898989899,-0.81201698642721
4.04040404040404,-0.714401528062548
4.09090909090909,-0.805218295479428
4.14141414141414,-0.719474758463209
4.19191919191919,-0.970969583167596
4.24242424242424,-0.941444764996017
4.29292929292929,-0.83389366186148
4.34343434343434,-0.832243835626898
4.39393939393939,-0.90312410309579
4.44444444444444,-1.02004779787814
4.49494949494949,-1.06865915755639
4.54545454545454,-0.862789167262441
4.5959595959596,-0.908230806363947
4.64646464646465,-1.12363704483413
4.6969696969697,-1.02347594930217
4.74747474747475,-1.08297356218625
4.7979797979798,-0.971510661966449
4.84848484848485,-0.837559709133635
4.8989898989899,-1.0253173288909
4.94949494949495,-0.935220659325899
5,-1.00649026170332
